Response_ID,What year were you born,Gender,Tenure,Industry,Organisation size,Household Type,Metro or Regional,Pay cut willingness to work remotely,Productivity while working remotely
1027,1963,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,No Change
1028,1980,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
1029,1961,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,No Change
1030,1970,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,30% More productive
1031,1982,Female,Between 1 and 5 years,Service Industry,More than 200,Other one family household,Metro,No,50% More productive
1032,1976,Female,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
1033,1964,Male,Between 6 and 12 months,Retail and Food,Between 20 and 199,Couple with no dependent children,Metro,No,30% More productive
1034,1994,Male,More than 5 years,Public and utility services,More than 200,Single person,Regional,No,30% Less productive
1035,1962,Female,Between 6 and 12 months,Public and utility services,More than 200,Single person,Metro,No,10% More productive
1036,1987,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,20% More productive
1037,1980,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No,50% More productive
1038,1979,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,20% More productive
1039,1960,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,50% Less productive
1040,1991,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,No Change
1041,1974,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,Yes,30% More productive
1042,1991,Male,More than 5 years,Service Industry,More than 200,Other one family household,Metro,Yes,20% More productive
1043,1997,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
1044,1985,Female,More than 5 years,Service Industry,Between 20 and 199,Group household,Regional,No,10% More productive
1045,1980,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,50% More productive
1046,1982,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,40% More productive
1047,1977,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,No Change
1048,1983,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,50% More productive
1049,1987,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,30% More productive
1050,1963,Female,More than 5 years,Service Industry,I am a sole trader/owner-operator,Couple with no dependent children,Metro,No,No Change
1051,1982,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,20% More productive
1052,2001,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Metro,Yes,50% More productive
1053,1962,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,50% More productive
1054,1962,Female,Between 1 and 5 years,Public and utility services,More than 200,Other one family household,Metro,No,10% More productive
1055,1969,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,No,30% Less productive
1056,1989,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,No,50% More productive
1057,1988,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,30% More productive
1058,1962,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,No,20% More productive
1059,1984,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
1060,1993,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,30% More productive
1061,1989,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,10% More productive
1062,1985,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,50% More productive
1063,1981,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
1064,1985,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Regional,Yes,50% More productive
1065,1992,Female,Between 1 and 5 years,Service Industry,More than 200,One parent family with dependent children,Regional,No,20% Less productive
1066,1957,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,20% More productive
1067,1974,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Regional,Yes,20% More productive
1068,1959,Female,More than 5 years,Service Industry,More than 200,Other one family household,Regional,No,20% More productive
1069,1972,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,10% More productive
1070,1968,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,Yes,30% More productive
1071,1971,Female,More than 5 years,Service Industry,More than 200,Other one family household,Metro,No,50% More productive
1072,1975,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Single person,Metro,No,10% More productive
1073,1957,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,10% More productive
1074,1981,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,20% More productive
1075,1981,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,No Change
1076,1994,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No,50% More productive
1077,1991,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Single person,Metro,No,30% More productive
1078,1961,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,40% More productive
1079,1975,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1080,1960,Female,More than 5 years,Service Industry,Between 1 and 4,Single person,Metro,No,10% Less productive
1081,1982,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
1082,1968,Female,More than 5 years,Retail and Food,I am a sole trader/owner-operator,Couple with dependent children,Metro,No,20% More productive
1083,1993,Female,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,No,50% More productive
1084,1986,Male,More than 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,30% Less productive
1085,1973,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% Less productive
1086,1987,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1087,1988,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,20% More productive
1088,1984,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,10% More productive
1089,1978,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
1090,1970,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,No,30% More productive
1091,1974,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No,No Change
1092,1977,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
1093,1959,Female,More than 5 years,Service Industry,Between 5 and 19,Group household,Metro,No,No Change
1094,1971,Female,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,50% More productive
1095,1972,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,50% More productive
1096,1999,Female,Between 6 and 12 months,Service Industry,Between 1 and 4,Single person,Regional,Yes,40% More productive
1097,1984,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% Less productive
1098,1965,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,50% More productive
1099,1992,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,30% More productive
1100,1987,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No,30% More productive
1101,1993,Male,Between 1 and 5 years,Public and utility services,Between 5 and 19,Group household,Regional,Yes,30% More productive
1102,1987,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,10% More productive
1103,1973,Female,More than 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,50% More productive
1104,1958,Female,More than 5 years,Manufacturing and trade,Between 1 and 4,Couple with no dependent children,Regional,No,No Change
1105,1995,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,Yes,50% More productive
1106,1995,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,40% More productive
1107,1989,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No,40% More productive
1108,1996,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,Yes,30% Less productive
1109,1960,Female,More than 5 years,Service Industry,Between 5 and 19,Single person,Regional,Yes,50% More productive
1110,1996,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Multiple family household,Regional,Yes,50% More productive
1111,1988,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,20% More productive
