Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
1052,1973,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
1053,1964,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,10% Less productive
1054,1994,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1055,1975,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,40% More productive
1056,1963,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
1057,1970,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1058,1956,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No change
1059,1985,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Regional,10% Less productive
1060,1962,Female,More than 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,No change
1061,1964,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1062,1989,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
1063,1979,Male,More than 5 years,Service Industry,Between 5 and 19,Single person,Regional,20% More productive
1064,1964,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
1065,1973,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,20% More productive
1066,1957,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,50% More productive
1067,1975,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,50% More productive
1068,1959,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
1069,1980,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1070,1985,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1071,1976,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1072,1962,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1073,1985,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1074,1960,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1075,1955,Male,More than 5 years,Service Industry,I am the only employee,Couple with no dependent children,Metro,10% Less productive
1076,1962,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
1077,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
1078,1964,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1079,1997,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,50% More productive
1080,1963,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Regional,No change
1081,1972,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1082,1980,Male,Between 6 and 12 months,Manufacturing and trade,More than 200,One  parent family with dependent children,Metro,30% More productive
1083,1995,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,20% Less productive
1084,1987,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
1085,1993,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,50% More productive
1086,1976,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1087,1989,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1088,1972,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1089,1970,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% Less productive
1090,1956,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Single person,Metro,30% More productive
1091,1985,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,10% More productive
1092,1983,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,30% More productive
1093,1963,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,10% More productive
1094,1990,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,20% Less productive
1095,1966,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,20% More productive
1096,1978,Male,More than 5 years,Retail and Food,Between 5 and 19,Other one family household,Metro,No change
1097,1979,Male,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1098,1960,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1099,1971,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1100,1984,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,30% More productive
1101,1971,Female,Between 1 and 5 years,Retail and Food,More than 200,One  parent family with dependent children,Metro,No change
1102,1984,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,30% More productive
1103,1945,Male,More than 5 years,Service Industry,Between 5 and 19,Single person,Metro,No change
1104,1960,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
1105,1980,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No change
1106,1965,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,20% More productive
1107,1967,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% Less productive
1108,1961,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Regional,50% More productive
1109,1990,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1110,1970,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,40% More productive
1111,1978,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
1112,1979,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Multiple family household,Regional,50% Less productive
1113,1980,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1114,1961,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1115,1957,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1116,1984,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1117,1958,Female,More than 5 years,Retail and Food,Between 1 and 4,Group household,Metro,10% Less productive
1118,1976,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
1119,1991,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
1120,1973,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No change
1121,1976,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,30% More productive
1122,1968,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
1123,2000,Male,Between 1 and 5 years,Public and utility services,More than 200,Single person,Regional,No change
1124,1980,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,50% More productive
1125,1995,Female,Between 6 and 12 months,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1126,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% More productive
1127,1990,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1128,1985,Male,Between 6 and 12 months,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,20% Less productive
